feature	RF_importance
SOX9_BX	0.11845641271529767
MEG3_BX	0.10835790502587736
ACTB_BX	0.08831034517017311
RPL10A_BX	0.07092405060764605
AFP_BX	0.07022864209977614
NCL_BX	0.06862196206729601
SAA2_BX	0.06682835125250222
LGR5_BX	0.06335656911062189
GAPDH_BX	0.057975690601123196
TP53_BX	0.05652483134927431
QuALU_BX_cutoff	0.0524429724315292
PTCH1_BX	0.046150613206991375
DKK4_BX	0.04516735058063467
ATP1A2_BX	0.04012603062201173
cL_CD5L_10_BX	0.03750184345743692
SERPINI1_BX	0.009026429701808197
