feature	RF_importance
EMP1_SR	0.2724458721797174
EEF1A1_SR	0.23719161886407583
GAPDH_SR	0.21976623443415413
C1C2C1B&C2B_median_SR	0.20956555805348284
C1QBP_SR	0.06103071646856985
