C	opt num of features	accuracy
0.01	2	0.7428571428571429
0.02	4	0.7428571428571429
0.03	4	0.7714285714285715
0.04	3	0.7428571428571429
0.05	3	0.7428571428571429
0.06	2	0.7428571428571429
0.07	2	0.7428571428571429
0.08	2	0.7428571428571429
0.09	2	0.7428571428571429
0.1	2	0.7428571428571429
