feature	RF_importance
14q32_nano_3_BX	0.31331180919318535
AFP_BX	0.2547054439066026
C1QBP_BX	0.21230455676796534
14q32_nano_2_BX	0.1525344063734172
NQO1_BX	0.06714378375882953
