feature	RF_importance
14q32_nano_3_SR	0.15560418440421223
DLK1_SR	0.14791378831976196
LEF1_SR	0.11807953124106277
EMP1_SR	0.11767801360893167
APCS_SR	0.10911930734020586
EEF1A1_SR	0.08544131895278644
APCDD1_SR	0.06712084741048162
GAPDH_SR	0.06470940313708679
TOP2A_SR	0.05676036260031811
AFP_SR	0.043414004906546476
RPL10A_SR	0.034159238078606165
