	0.0	1.0	accuracy	macro avg	weighted avg
precision	1.0	0.5555555555555556	0.6666666666666666	0.7777777777777778	0.8148148148148149
recall	0.42857142857142855	1.0	0.6666666666666666	0.7142857142857143	0.6666666666666666
f1-score	0.6	0.7142857142857143	0.6666666666666666	0.6571428571428571	0.6476190476190476
support	7.0	5.0	0.6666666666666666	12.0	12.0
