	0.0	1.0	accuracy	macro avg	weighted avg
precision	0.6666666666666666	0.36363636363636365	0.42857142857142855	0.5151515151515151	0.5584415584415584
recall	0.2222222222222222	0.8	0.42857142857142855	0.5111111111111111	0.42857142857142855
f1-score	0.3333333333333333	0.5000000000000001	0.42857142857142855	0.41666666666666674	0.39285714285714285
support	9.0	5.0	0.42857142857142855	14.0	14.0
